ID	D1	IGNORE THEME	D1	TELUGU	D1	ENGLISH	D1	CLUE	D1	IMAGE	D1	SOUND
784	|	HINDU_GODS_GODDESSES	|	సంతోషి మాత 	|	SANTOSHI MATA	|	సంతోషి మాత _CLUE	|		|	
785	|	HINDU_GODS_GODDESSES	|	సరస్వతి దేవి 	|	SARASWATI DEVI 	|	సరస్వతి దేవి _CLUE	|		|	
786	|	HINDU_GODS_GODDESSES	|	సతి దేవి 	|	SATI DEVI 	|	సతి దేవి _CLUE	|		|	
787	|	HINDU_GODS_GODDESSES	|	శక్తీ 	|	SHAKTI	|	శక్తీ _CLUE	|		|	
788	|	HINDU_GODS_GODDESSES	|	శాంతా దుర్గ 	|	SHANTADURGA	|	శాంతా దుర్గ _CLUE	|		|	
789	|	HINDU_GODS_GODDESSES	|	శివుడు 	|	SHIVA	|	శివుడు _CLUE	|		|	
790	|	HINDU_GODS_GODDESSES	|	శివ లింగ 	|	SHIVA LINGA	|	శివ లింగ _CLUE	|		|	
791	|	HINDU_GODS_GODDESSES	|	సిద్ది ధాత్రి 	|	SIDDI DHATRI	|	సిద్ది ధాత్రి _CLUE	|		|	
792	|	HINDU_GODS_GODDESSES	|	సీతా దేవి 	|	SITA DEVI	|	సీతా దేవి _CLUE	|		|	
793	|	HINDU_GODS_GODDESSES	|	స్కంద మాత 	|	SKANDA MATHA	|	స్కంద మాత _CLUE	|		|	
794	|	HINDU_GODS_GODDESSES	|	సౌభాగ్య  లక్ష్మి 	|	SOWBHAGYA-LAKSHMI	|	సౌభాగ్య  లక్ష్మి _CLUE	|		|	
795	|	HINDU_GODS_GODDESSES	|	శ్రీకృష్ణుడు 	|	SRI KRISHNA	|	శ్రీకృష్ణుడు _CLUE	|		|	
796	|	HINDU_GODS_GODDESSES	|	శ్రీ రాముడు 	|	SRI RAMA	|	శ్రీ రాముడు _CLUE	|		|	
797	|	HINDU_GODS_GODDESSES	|	తార 	|	TARA	|	తార _CLUE	|		|	
798	|	HINDU_GODS_GODDESSES	|	ఉమా దేవి 	|	UMA DEVI	|	ఉమా దేవి _CLUE	|		|	
799	|	HINDU_GODS_GODDESSES	|	వల్లి 	|	VALLI	|	వల్లి _CLUE	|		|	
800	|	HINDU_GODS_GODDESSES	|	వామనావతారం 	|	VAMANA	|	వామనావతారం _CLUE	|		|	
801	|	HINDU_GODS_GODDESSES	|	వరాహావతారం 	|	VARAHA	|	వరాహావతారం _CLUE	|		|	
802	|	HINDU_GODS_GODDESSES	|	వరుణ దేవుడు 	|	VARUNA	|	వరుణ దేవుడు _CLUE	|		|	
803	|	HINDU_GODS_GODDESSES	|	వాయు దేవుడు 	|	VĀYU	|	వాయు దేవుడు _CLUE	|		|	
804	|	HINDU_GODS_GODDESSES	|	వీరభద్రెశ్వరుదు 	|	VEERABHADRA	|	వీరభద్రెశ్వరుదు _CLUE	|		|	
805	|	HINDU_GODS_GODDESSES	|	వేంకటేశ్వరుడు 	|	VENKATESHWARA	|	వేంకటేశ్వరుడు _CLUE	|		|	
806	|	HINDU_GODS_GODDESSES	|	విద్య లక్ష్మి 	|	VIDYA-LAKSHMI	|	విద్య లక్ష్మి _CLUE	|		|	
807	|	HINDU_GODS_GODDESSES	|	విజయ లక్ష్మి 	|	VIJAY-LAKSHMI	|	విజయ లక్ష్మి _CLUE	|		|	
808	|	HINDU_GODS_GODDESSES	|	విశాలాక్షి 	|	VISHALAKSHI	|	విశాలాక్షి _CLUE	|		|	
809	|	HINDU_GODS_GODDESSES	|	విశ్వకర్మ 	|	VISHWAKARMA	|	విశ్వకర్మ _CLUE	|		|	
810	|	HINDU_GODS_GODDESSES	|	విటోభ 	|	VITHOBA	|	విటోభ _CLUE	|		|	
811	|	HINDU_GODS_GODDESSES	|	యక్ష 	|	YAKSHA	|	యక్ష _CLUE	|		|	
812	|	HINDU_GODS_GODDESSES	|	యక్షిని 	|	YAKSHI	|	యక్షిని _CLUE	|		|	
813	|	HINDU_GODS_GODDESSES	|	యముడు 	|	YAMA	|	యముడు _CLUE	|		|	
814	|	HINDU_GODS_GODDESSES	|	యమునా దేవి 	|	YAMUNA	|	యమునా దేవి _CLUE	|		|	
815	|	HINDU_GODS_GODDESSES	|	ఎల్లమ్మ తల్లి 	|	YELLAMMA TALLI 	|	ఎల్లమ్మ తల్లి _CLUE	|		|	
816	|	HINDU_GODS_GODDESSES	|	యుధిస్థరుడు 	|	YUDHISTHIRA	|	యుధిస్థరుడు _CLUE	|		|	
917	|	INDIAN_MUSICAL_INSTRUMENTS	|	అల్ఘోజ 	|	ALGHOZA -	|	అల్ఘోజ _CLUE	|		|	
918	|	INDIAN_MUSICAL_INSTRUMENTS	|	బాసురి 	|	BANSURI	|	బాసురి _CLUE	|		|	
919	|	INDIAN_MUSICAL_INSTRUMENTS	|	బొమ్బషి 	|	BOMBASHI OR BOMMBANSHI	|	బొమ్బషి _CLUE	|		|	
920	|	INDIAN_MUSICAL_INSTRUMENTS	|	బుల్బుల్ తరంగ్ 	|	BULBUL TARANG	|	బుల్బుల్ తరంగ్ _CLUE	|		|	
921	|	INDIAN_MUSICAL_INSTRUMENTS	|	చండే 	|	CHANDE	|	చండే _CLUE	|		|	
922	|	INDIAN_MUSICAL_INSTRUMENTS	|	చెండా 	|	CHENDA	|	చెండా _CLUE	|		|	
923	|	INDIAN_MUSICAL_INSTRUMENTS	|	చెంగిలా 	|	CHENGILA	|	చెంగిలా _CLUE	|		|	
924	|	INDIAN_MUSICAL_INSTRUMENTS	|	చికర 	|	CHIKARA	|	చికర _CLUE	|		|	
925	|	INDIAN_MUSICAL_INSTRUMENTS	|	చింతా 	|	CHIMPTA 	|	చింతా _CLUE	|		|	
926	|	INDIAN_MUSICAL_INSTRUMENTS	|	చుట్ 	|	CHUUT	|	చుట్ _CLUE	|		|	
927	|	INDIAN_MUSICAL_INSTRUMENTS	|	క్లాసికల్ సారంగి 	|	CLASSICAL SARANGI	|	క్లాసికల్ సారంగి _CLUE	|		|	
928	|	INDIAN_MUSICAL_INSTRUMENTS	|	డఫ్ 	|	DAFF , DUFF	|	డఫ్ _CLUE	|		|	
929	|	INDIAN_MUSICAL_INSTRUMENTS	|	డమరు లేక డమరుకం 	|	DAMRU OR DHAMARUKAM	|	డమరు లేక డమరుకం _CLUE	|		|	
930	|	INDIAN_MUSICAL_INSTRUMENTS	|	డక్ 	|	DHAK	|	డక్ _CLUE	|		|	
931	|	INDIAN_MUSICAL_INSTRUMENTS	|	డోళ్	|	DHOL	|	డోళ్_CLUE	|		|	
932	|	INDIAN_MUSICAL_INSTRUMENTS	|	డోలక్ 	|	DHOLAK	|	డోలక్ _CLUE	|		|	
933	|	INDIAN_MUSICAL_INSTRUMENTS	|	డోలి 	|	DHOLI	|	డోలి _CLUE	|		|	
934	|	INDIAN_MUSICAL_INSTRUMENTS	|	దిల్ రూబ 	|	DILRUBA	|	దిల్ రూబ _CLUE	|		|	
935	|	INDIAN_MUSICAL_INSTRUMENTS	|	డిమ్రి 	|	DIMDI OR DIMRI 	|	డిమ్రి _CLUE	|		|	
936	|	INDIAN_MUSICAL_INSTRUMENTS	|	డోళ్ళు 	|	DOLLU	|	డోళ్ళు _CLUE	|		|	
937	|	INDIAN_MUSICAL_INSTRUMENTS	|	దోతర్, దోతోర, దోతరా 	|	DOTAR , DOTORA , OR DOTARA..	|	దోతర్, దోతోర, దోతరా _CLUE	|		|	
938	|	INDIAN_MUSICAL_INSTRUMENTS	|	డుగ్గి 	|	DUGGI	|	డుగ్గి _CLUE	|		|	
939	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఎక్కలం 	|	EKKALAM	|	ఎక్కలం _CLUE	|		|	
940	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఎక్తర 	|	EKTARA	|	ఎక్తర _CLUE	|		|	
941	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఎలక్ట్రానిక్ తంబురా 	|	ELECTRONIC TANPURA	|	ఎలక్ట్రానిక్ తంబురా _CLUE	|		|	
942	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఎల్తలం 	|	ELTALAM 	|	ఎల్తలం _CLUE	|		|	
943	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఎస్రాజ్ 	|	ESRAJ	|	ఎస్రాజ్ _CLUE	|		|	
944	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఫోక్ సారంగీ 	|	FOLK SARANGI	|	ఫోక్ సారంగీ _CLUE	|		|	
945	|	INDIAN_MUSICAL_INSTRUMENTS	|	జీజెర్ 	|	GEGER 	|	జీజెర్ _CLUE	|		|	
946	|	INDIAN_MUSICAL_INSTRUMENTS	|	గెట్ట్చు వాద్య్యం లేక జల్ హరి 	|	GETCHU VADYAM OR GETTUVADYAM OR GETHU VADYAM OR JHALLARI	|	గెట్ట్చు వాద్య్యం లేక జల్ హరి _CLUE	|		|	
947	|	INDIAN_MUSICAL_INSTRUMENTS	|	గీతు లేక జల్హరి 	|	GETHU OR JHALLARI	|	గీతు లేక జల్హరి _CLUE	|		|	
948	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఘట్ సింగారి లేక గడ సింగారి 	|	GHAT SINGHARI OR GADA SINGARI	|	ఘట్ సింగారి లేక గడ సింగారి _CLUE	|		|	
949	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఘటం మట్కం 	|	GHATAM AND MATKAM 	|	ఘటం మట్కం _CLUE	|		|	
950	|	INDIAN_MUSICAL_INSTRUMENTS	|	గుమత్ 	|	GHUMOT	|	గుమత్ _CLUE	|		|	
951	|	INDIAN_MUSICAL_INSTRUMENTS	|	గుంగ్రూ 	|	GHUNGROO	|	గుంగ్రూ _CLUE	|		|	
952	|	INDIAN_MUSICAL_INSTRUMENTS	|	గోగోన 	|	GOGONA 	|	గోగోన _CLUE	|		|	
953	|	INDIAN_MUSICAL_INSTRUMENTS	|	గోపిచంద్,  గోపియాత్ర, ఖమక్ 	|	GOPICHAND OR GOPIYANTRA OR KHAMAK	|	గోపిచంద్,  గోపియాత్ర, ఖమక్ _CLUE	|		|	
954	|	INDIAN_MUSICAL_INSTRUMENTS	|	గొట్టు వాద్యం లేక చిత్రవీణ 	|	GOTTUVADHYAM OR CHITRAVINA	|	గొట్టు వాద్యం లేక చిత్రవీణ _CLUE	|		|	
955	|	INDIAN_MUSICAL_INSTRUMENTS	|	గుబ్ గుబ 	|	GUBGUBA	|	గుబ్ గుబ _CLUE	|		|	
956	|	INDIAN_MUSICAL_INSTRUMENTS	|	గుమ్మెత	|	GUMMETA	|	గుమ్మెత_CLUE	|		|	
957	|	INDIAN_MUSICAL_INSTRUMENTS	|	హార్మోనియం 	|	HARMONIUM 	|	హార్మోనియం _CLUE	|		|	
958	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఇడక్క 	|	IDAKKA	|	ఇడక్క _CLUE	|		|	
959	|	INDIAN_MUSICAL_INSTRUMENTS	|	జల్ తరంగ్ 	|	JAL TARANG	|	జల్ తరంగ్ _CLUE	|		|	
960	|	INDIAN_MUSICAL_INSTRUMENTS	|	కమైచ 	|	KAMAICHA	|	కమైచ _CLUE	|		|	
961	|	INDIAN_MUSICAL_INSTRUMENTS	|	కంచ్ తరంగ్ 	|	KANCH TARANG	|	కంచ్ తరంగ్ _CLUE	|		|	
962	|	INDIAN_MUSICAL_INSTRUMENTS	|	కంజిర 	|	KANJIRA 	|	కంజిర _CLUE	|		|	
963	|	INDIAN_MUSICAL_INSTRUMENTS	|	కన్సి 	|	KANSI	|	కన్సి _CLUE	|		|	
964	|	INDIAN_MUSICAL_INSTRUMENTS	|	కస్థ తరంగ్ 	|	KASHTHA TARANG	|	కస్థ తరంగ్ _CLUE	|		|	
965	|	INDIAN_MUSICAL_INSTRUMENTS	|	కథో 	|	KATHO	|	కథో _CLUE	|		|	
966	|	INDIAN_MUSICAL_INSTRUMENTS	|	కర్తాల్  లేక చిప్లీయ 	|	KHARTAL OR CHIPLYA	|	కర్తాల్  లేక చిప్లీయ _CLUE	|		|	
967	|	INDIAN_MUSICAL_INSTRUMENTS	|	కోల్ 	|	KHOL	|	కోల్ _CLUE	|		|	
968	|	INDIAN_MUSICAL_INSTRUMENTS	|	కొమ్బు 	|	KOMBU	|	కొమ్బు _CLUE	|		|	
969	|	INDIAN_MUSICAL_INSTRUMENTS	|	కుజ్హల్ 	|	KUZHAL	|	కుజ్హల్ _CLUE	|		|	
970	|	INDIAN_MUSICAL_INSTRUMENTS	|	లోహ తరంగ్ 	|	LOH TARANG , 	|	లోహ తరంగ్ _CLUE	|		|	
971	|	INDIAN_MUSICAL_INSTRUMENTS	|	మద్దెల 	|	MADDALE	|	మద్దెల _CLUE	|		|	
972	|	INDIAN_MUSICAL_INSTRUMENTS	|	మగది వీణ 	|	MAGADI VEENA	|	మగది వీణ _CLUE	|		|	
973	|	INDIAN_MUSICAL_INSTRUMENTS	|	మంజీరా లేక జాంజర్ లేక తాళ్ 	|	MANJEERA OR JHANJ OR TAAL	|	మంజీరా లేక జాంజర్ లేక తాళ్ _CLUE	|		|	
974	|	INDIAN_MUSICAL_INSTRUMENTS	|	మరం 	|	MARAM	|	మరం _CLUE	|		|	
975	|	INDIAN_MUSICAL_INSTRUMENTS	|	మశాక్ 	|	MASHAK	|	మశాక్ _CLUE	|		|	
976	|	INDIAN_MUSICAL_INSTRUMENTS	|	మయూరి వీణ లేక తస్ 	|	MAYURI VINA OR TAUS	|	మయూరి వీణ లేక తస్ _CLUE	|		|	
977	|	INDIAN_MUSICAL_INSTRUMENTS	|	మిజహావ్ 	|	MIZHAVU	|	మిజహావ్ _CLUE	|		|	
978	|	INDIAN_MUSICAL_INSTRUMENTS	|	మోహన్ వీణ 	|	MOHAN VEENA	|	మోహన్ వీణ _CLUE	|		|	
979	|	INDIAN_MUSICAL_INSTRUMENTS	|	మొర్సింగ్ 	|	MORSING	|	మొర్సింగ్ _CLUE	|		|	
980	|	INDIAN_MUSICAL_INSTRUMENTS	|	మృదంగం 	|	MRIDANGAM	|	మృదంగం _CLUE	|		|	
981	|	INDIAN_MUSICAL_INSTRUMENTS	|	నాదస్వరం 	|	NADASWARAM	|	నాదస్వరం _CLUE	|		|	
982	|	INDIAN_MUSICAL_INSTRUMENTS	|	నగారా 	|	NAGARA	|	నగారా _CLUE	|		|	
983	|	INDIAN_MUSICAL_INSTRUMENTS	|	నకుల వీణ 	|	NAKULA VEENA	|	నకుల వీణ _CLUE	|		|	
984	|	INDIAN_MUSICAL_INSTRUMENTS	|	నందుని 	|	NANDUNI - TWO STRINGED LUTE	|	నందుని _CLUE	|		|	
985	|	INDIAN_MUSICAL_INSTRUMENTS	|	నట్ 	|	NUT - CLAY POT	|	నట్ _CLUE	|		|	
986	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఒనవిల్లు 	|	ONAVILLU	|	ఒనవిల్లు _CLUE	|		|	
987	|	INDIAN_MUSICAL_INSTRUMENTS	|	పక్వాజ్ లేక పక్వజ్ 	|	PAKHAVAJ	|	పక్వాజ్ లేక పక్వజ్ _CLUE	|		|	
988	|	INDIAN_MUSICAL_INSTRUMENTS	|	పక్వాజ్ జోరి 	|	PAKHAVAJ JORI - SIKH INSTRUMENT SIMILAR TO TABLA	|	పక్వాజ్ జోరి _CLUE	|		|	
989	|	INDIAN_MUSICAL_INSTRUMENTS	|	పంబై 	|	PAMBAI	|	పంబై _CLUE	|		|	
990	|	INDIAN_MUSICAL_INSTRUMENTS	|	పంచముఖ వాద్యం 	|	PANCHAMUKHA VADYAM	|	పంచముఖ వాద్యం _CLUE	|		|	
991	|	INDIAN_MUSICAL_INSTRUMENTS	|	పరై  తపు లేక హల్గి 	|	PARAI THAPPU , HALGI 	|	పరై  తపు లేక హల్గి _CLUE	|		|	
992	|	INDIAN_MUSICAL_INSTRUMENTS	|	పాటయాని డప్పు 	|	PATAYANI THAPPU 	|	పాటయాని డప్పు _CLUE	|		|	
993	|	INDIAN_MUSICAL_INSTRUMENTS	|	పెన లేక బన 	|	PENA OR BANA	|	పెన లేక బన _CLUE	|		|	
994	|	INDIAN_MUSICAL_INSTRUMENTS	|	పేప 	|	PEPA	|	పేప _CLUE	|		|	
995	|	INDIAN_MUSICAL_INSTRUMENTS	|	పుల్లవన్ కుటం 	|	PULLUVAN KUTAM (POT WITH ONE STRING ATTACHED TO IT)	|	పుల్లవన్ కుటం _CLUE	|		|	
996	|	INDIAN_MUSICAL_INSTRUMENTS	|	పుల్లవన్ పట్టు (ఒక తీగ వున్న  వైయోలిన్ )	|	PULLUVAN PATTU - ONE STRINGED VIOLIN	|	పుల్లవన్ పట్టు (ఒక తీగ వున్న  వైయోలిన్ )_CLUE	|		|	
997	|	INDIAN_MUSICAL_INSTRUMENTS	|	పుంగ్ 	|	PUNG	|	పుంగ్ _CLUE	|		|	
998	|	INDIAN_MUSICAL_INSTRUMENTS	|	పుంగి లేక బీన్ 	|	PUNGI OR BEEN	|	పుంగి లేక బీన్ _CLUE	|		|	
999	|	INDIAN_MUSICAL_INSTRUMENTS	|	రామసింగ 	|	RAMSINGA	|	రామసింగ _CLUE	|		|	
1000	|	INDIAN_MUSICAL_INSTRUMENTS	|	రావన్ హత 	|	RAVANAHATHA	|	రావన్ హత _CLUE	|		|	
1001	|	INDIAN_MUSICAL_INSTRUMENTS	|	రుబాబ్ , 	|	RUBAB , PLUCKED RABAAB	|	రుబాబ్ , _CLUE	|		|	
1002	|	INDIAN_MUSICAL_INSTRUMENTS	|	రుద్ర వీణ 	|	RUDRA VEENA	|	రుద్ర వీణ _CLUE	|		|	
1003	|	INDIAN_MUSICAL_INSTRUMENTS	|	సంబల్ 	|	SAMBAL	|	సంబల్ _CLUE	|		|	
1004	|	INDIAN_MUSICAL_INSTRUMENTS	|	శంకర్ జంగ్ 	|	SANKARJANG - LITHOPHONE	|	శంకర్ జంగ్ _CLUE	|		|	
1005	|	INDIAN_MUSICAL_INSTRUMENTS	|	సంతూర్ 	|	SANTOOR	|	సంతూర్ _CLUE	|		|	
1006	|	INDIAN_MUSICAL_INSTRUMENTS	|	సరస్వతి వీణ 	|	SARASWATI VEENA	|	సరస్వతి వీణ _CLUE	|		|	
1007	|	INDIAN_MUSICAL_INSTRUMENTS	|	సరిండ 	|	SARINDA	|	సరిండ _CLUE	|		|	
1008	|	INDIAN_MUSICAL_INSTRUMENTS	|	సరోద్ 	|	SAROD	|	సరోద్ _CLUE	|		|	
1009	|	INDIAN_MUSICAL_INSTRUMENTS	|	షెహనాయి 	|	SHEHNAI	|	షెహనాయి _CLUE	|		|	
1010	|	INDIAN_MUSICAL_INSTRUMENTS	|	శృతి పెట్టె 	|	SHRUTI BOX	|	శృతి పెట్టె _CLUE	|		|	
1011	|	INDIAN_MUSICAL_INSTRUMENTS	|	శుద్ద మదలం 	|	SHUDDHA MADALAM OR MADDALAM	|	శుద్ద మదలం _CLUE	|		|	
1012	|	INDIAN_MUSICAL_INSTRUMENTS	|	సితార్ 	|	SITAR	|	సితార్ _CLUE	|		|	
1013	|	INDIAN_MUSICAL_INSTRUMENTS	|	శ్రుతి ఉపంగా 	|	SRUTI UPANGA	|	శ్రుతి ఉపంగా _CLUE	|		|	
1014	|	INDIAN_MUSICAL_INSTRUMENTS	|	సుండారి ( సుందరి ) 	|	SUNDARI	|	సుండారి ( సుందరి ) _CLUE	|		|	
1015	|	INDIAN_MUSICAL_INSTRUMENTS	|	సుర్బహార్ 	|	SURBAHAR	|	సుర్బహార్ _CLUE	|		|	
1016	|	INDIAN_MUSICAL_INSTRUMENTS	|	సుర్ శ్రింగార్ 	|	SURSHRINGAR	|	సుర్ శ్రింగార్ _CLUE	|		|	
1017	|	INDIAN_MUSICAL_INSTRUMENTS	|	స్వర్బత్ 	|	SWARABAT	|	స్వర్బత్ _CLUE	|		|	
1018	|	INDIAN_MUSICAL_INSTRUMENTS	|	స్వర్ మండల్ 	|	SWARMANDAL	|	స్వర్ మండల్ _CLUE	|		|	
1019	|	INDIAN_MUSICAL_INSTRUMENTS	|	తబలా 	|	TABALA / TABL / CHAMELI - GOBLET DRUM	|	తబలా _CLUE	|		|	
1020	|	INDIAN_MUSICAL_INSTRUMENTS	|	తబలా 	|	TABLA	|	తబలా _CLUE	|		|	
1021	|	INDIAN_MUSICAL_INSTRUMENTS	|	తబలా తరంగ్ 	|	TABLA TARANG - SET OF TABLAS	|	తబలా తరంగ్ _CLUE	|		|	
1022	|	INDIAN_MUSICAL_INSTRUMENTS	|	తలమిటర్ 	|	TALAMETER	|	తలమిటర్ _CLUE	|		|	
1023	|	INDIAN_MUSICAL_INSTRUMENTS	|	టమక్ 	|	TAMAK'	|	టమక్ _CLUE	|		|	
1024	|	INDIAN_MUSICAL_INSTRUMENTS	|	తంబురా 	|	TAMBURA	|	తంబురా _CLUE	|		|	
1025	|	INDIAN_MUSICAL_INSTRUMENTS	|	తంటే 	|	TAMTE	|	తంటే _CLUE	|		|	
1026	|	INDIAN_MUSICAL_INSTRUMENTS	|	తంగుమారి 	|	TANGMURI	|	తంగుమారి _CLUE	|		|	
1027	|	INDIAN_MUSICAL_INSTRUMENTS	|	తర్ సెహనాయి 	|	TAR SHEHNAI	|	తర్ సెహనాయి _CLUE	|		|	
1028	|	INDIAN_MUSICAL_INSTRUMENTS	|	తష 	|	TASHA 	|	తష _CLUE	|		|	
1029	|	INDIAN_MUSICAL_INSTRUMENTS	|	తంతి పనై 	|	THANTHI PANAI	|	తంతి పనై _CLUE	|		|	
1030	|	INDIAN_MUSICAL_INSTRUMENTS	|	తట్టుకజి  మన్నై 	|	THATTUKAZHI MANNAI	|	తట్టుకజి  మన్నై _CLUE	|		|	
1031	|	INDIAN_MUSICAL_INSTRUMENTS	|	తవిల్ 	|	THAVIL	|	తవిల్ _CLUE	|		|	
1032	|	INDIAN_MUSICAL_INSTRUMENTS	|	తిమిల 	|	THIMILA	|	తిమిల _CLUE	|		|	
1033	|	INDIAN_MUSICAL_INSTRUMENTS	|	టీట్టీ 	|	TITTI	|	టీట్టీ _CLUE	|		|	
1034	|	INDIAN_MUSICAL_INSTRUMENTS	|	తుమ్బక్ 	|	TUMBAK , TUMBAKNARI , TUMBAKNAER	|	తుమ్బక్ _CLUE	|		|	
1035	|	INDIAN_MUSICAL_INSTRUMENTS	|	తుంబి 	|	TUMBI	|	తుంబి _CLUE	|		|	
1036	|	INDIAN_MUSICAL_INSTRUMENTS	|	తుంతునా 	|	TUNTUNA	|	తుంతునా _CLUE	|		|	
1037	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఉడుకై 	|	UDUKAI	|	ఉడుకై _CLUE	|		|	
1038	|	INDIAN_MUSICAL_INSTRUMENTS	|	ఉరుమీ 	|	URUMEE	|	ఉరుమీ _CLUE	|		|	
1039	|	INDIAN_MUSICAL_INSTRUMENTS	|	వేణు (కర్నాటిక్ ఫ్లూట్ ) పుల్లన్ ఘుజల్ 	|	VENU (CARNATIC FLUTE) PULLANGUZHAL	|	వేణు (కర్నాటిక్ ఫ్లూట్ ) పుల్లన్ ఘుజల్ _CLUE	|		|	
1040	|	INDIAN_MUSICAL_INSTRUMENTS	|	విచిత్ర వీణ 	|	VICHITRA VEENA	|	విచిత్ర వీణ _CLUE	|		|	
1041	|	INDIAN_MUSICAL_INSTRUMENTS	|	యాజ్ 	|	YAZH	|	యాజ్ _CLUE	|		|	
1042	|	JEWELRY	|	కడియము	|	ANKLET	|	కడియము_CLUE	|		|	
1043	|	JEWELRY	|	బాహుపురి	|	ARMLET	|	బాహుపురి_CLUE	|		|	
1044	|	JEWELRY	|	గాజు	|	BANGLE	|	గాజు_CLUE	|		|	
1045	|	JEWELRY	|	కంకణము	|	BRACELET	|	కంకణము_CLUE	|		|	
1046	|	JEWELRY	|	పమిట పిన్ను	|	BROOCH	|	పమిట పిన్ను_CLUE	|		|	
1047	|	JEWELRY	|	గొలుసు	|	CHAIN	|	గొలుసు_CLUE	|		|	
1048	|	JEWELRY	|	అడుగుల గొలుసు	|	FOOT-CHAIN	|	అడుగుల గొలుసు_CLUE	|		|	
1049	|	JEWELRY	|	తల పతకం	|	HEAD LOCKET	|	తల పతకం_CLUE	|		|	
1050	|	JEWELRY	|	ముక్కెర  , ముక్కు పుడక 	|	NOSEPIN	|	ముక్కెర  , ముక్కు పుడక _CLUE	|		|	
1051	|	JEWELRY	|	లాకెట్టు	|	PENDANT	|	లాకెట్టు_CLUE	|		|	
1052	|	JEWELRY	|	ముత్యాల హారము     	|	STRING PEARLS	|	ముత్యాల హారము     _CLUE	|		|	
1053	|	JEWELRY	|	కిరీటము	|	TIARA	|	కిరీటము_CLUE	|		|	
1054	|	JEWELRY	|	గడియారము	|	WATCH	|	గడియారము_CLUE	|		|	
1055	|	JEWELRY	|	చేతి కంకణము 	|	WRISTLET	|	చేతి కంకణము _CLUE	|		|	
